Size of Data (KB),Server Data Size,Server Data Size (KB),Time to Send,Time to Receive,Processing Time,Topology
3,179198,174.9980469,85,19,104,
3,183084,178.7929688,67,22,89,
3,186964,182.5820313,68,21,89,
3,190840,186.3671875,69,17,86,
3,194724,190.1601563,1671,1611,3282,
3,198598,193.9433594,98,33,131,
3,202462,197.7167969,102,34,136,
3,206342,201.5058594,102,48,150,
3,210220,205.2929688,85,26,111,
3,214094,209.0761719,85,30,115,
3,217964,212.8554688,133,32,165,
3,221854,216.6542969,113,54,167,
3,225726,220.4355469,1958,1898,3856,
3,229606,224.2246094,100,33,133,
3,233488,228.015625,182,124,306,
3,237358,231.7949219,91,33,124,
3,241224,235.5703125,92,34,126,
3,245100,239.3554688,88,31,119,
3,248986,243.1503906,94,31,125,
3,252872,246.9453125,96,38,134,
3,256744,250.7265625,89,31,120,
3,260620,254.5117188,105,37,142,
3,264506,258.3066406,112,34,146,
3,268382,262.0917969,906,840,1746,
3,272240,265.859375,98,41,139,
3,276124,269.6523438,84,17,101,
3,279998,273.4355469,2534,2434,4968,
3,283884,277.2304688,157,48,205,
3,287766,281.0214844,184,62,246,
3,291644,284.8085938,125,34,159,
3,295524,288.5976563,105,39,144,
3,299388,292.3710938,84,23,107,
3,303260,296.1523438,1108,1039,2147,
3,307128,299.9296875,91,33,124,
3,310994,303.7050781,114,33,147,
3,314882,307.5019531,143,35,178,
3,318734,311.2636719,141,33,174,
3,322610,315.0488281,145,34,179,
3,326476,318.8242188,163,34,197,
3,330342,322.5996094,115,27,142,
3,334216,326.3828125,118,33,151,
3,338094,330.1699219,1168,1099,2267,
3,341962,333.9472656,109,35,144,
3,345836,337.7304688,103,36,139,
3,349708,341.5117188,113,43,156,
3,353598,345.3105469,102,35,137,
3,357474,349.0957031,1195,1116,2311,
3,361356,352.8867188,151,71,222,
3,365226,356.6660156,1123,1044,2167,
3,369112,360.4609375,1111,1029,2140,
3,372992,364.25,1093,1012,2105,
3,376880,368.046875,901,828,1729,
3,380758,371.8339844,833,746,1579,
3,384626,375.6113281,534,437,971,
3,388492,379.3867188,657,570,1227,
3,392380,383.1835938,630,532,1162,
3,396270,386.9824219,521,435,956,
3,400154,390.7753906,524,446,970,
3,404050,394.5800781,621,506,1127,
3,407926,398.3652344,554,406,960,
3,411806,402.1542969,561,475,1036,
3,415690,405.9472656,632,492,1124,
3,419574,409.7402344,621,513,1134,
3,423438,413.5136719,628,530,1158,
3,427318,417.3027344,584,489,1073,
3,431194,421.0878906,692,588,1280,
3,435082,424.8847656,536,450,986,BAn20m7 (iteration 2)
3,4686,4.576171875,47,19,66,
3,8558,8.357421875,52,19,71,
3,12442,12.15039063,51,19,70,
3,16322,15.93945313,70,36,106,
3,20212,19.73828125,81,35,116,
3,24082,23.51757813,88,39,127,
3,27952,27.296875,87,39,126,
3,31828,31.08203125,87,38,125,
3,35704,34.8671875,65,26,91,
3,39572,38.64453125,66,35,101,
3,43456,42.4375,51,19,70,
3,47358,46.24804688,52,31,83,
3,51236,50.03515625,66,39,105,
3,55126,53.83398438,52,19,71,
3,58982,57.59960938,49,17,66,
3,62858,61.38476563,51,16,67,
3,66730,65.16601563,58,17,75,
3,70614,68.95898438,75,50,125,
3,74480,72.734375,75,23,98,
3,78358,76.52148438,69,21,90,
3,82242,80.31445313,69,26,95,
3,86130,84.11132813,69,44,113,
3,89996,87.88671875,72,31,103,
3,93874,91.67382813,55,30,85,
3,97752,95.4609375,57,33,90,
3,101626,99.24414063,1775,1746,3521,
3,105504,103.03125,207,161,368,
3,109374,106.8105469,69,31,100,
3,113246,110.5917969,56,17,73,
3,117110,114.3652344,90,37,127,
3,120992,118.15625,91,36,127,
3,124862,121.9355469,86,33,119,
3,128746,125.7285156,84,31,115,
3,132634,129.5253906,84,34,118,
3,136512,133.3125,119,49,168,
3,140384,137.09375,148,81,229,
3,144284,140.9023438,81,17,98,
3,148150,144.6777344,77,17,94,
3,152014,148.4511719,92,27,119,
3,155888,152.234375,96,33,129,
3,159768,156.0234375,98,41,139,
3,163646,159.8105469,104,44,148,
3,167514,163.5878906,106,44,150,
3,171396,167.3789063,88,35,123,
3,175256,171.1484375,72,25,97,
3,179120,174.921875,90,42,132,
3,182990,178.7011719,89,33,122,
3,186864,182.484375,71,17,88,
3,190738,186.2675781,87,33,120,
3,194628,190.0664063,253,196,449,
3,198504,193.8515625,959,903,1862,
3,202374,197.6308594,98,44,142,
3,206252,201.4179688,81,31,112,
3,210130,205.2050781,89,38,127,
3,213998,208.9824219,91,36,127,
3,217870,212.7636719,81,17,98,
3,221748,216.5507813,71,20,91,
3,225626,220.3378906,69,17,86,
3,229508,224.1289063,86,32,118,
3,233384,227.9140625,1188,1136,2324,
3,237264,231.703125,94,32,126,
3,241146,235.4941406,185,127,312,
3,245004,239.2617188,111,46,157,
3,248884,243.0507813,125,59,184,
3,252762,246.8378906,570,463,1033,
3,256640,250.625,149,34,183,
3,260514,254.4082031,153,37,190,
3,264386,258.1894531,678,584,1262,
3,268264,261.9765625,124,33,157,
3,272138,265.7597656,125,32,157,
3,276010,269.5410156,745,670,1415,
3,279874,273.3144531,100,24,124,
3,283750,277.0996094,99,17,116,
3,287634,280.8925781,94,32,126,
3,291500,284.6679688,89,17,106,
3,295372,288.4492188,95,17,112,
3,299252,292.2382813,129,54,183,
3,303140,296.0351563,2633,2561,5194,
3,307014,299.8183594,428,352,780,
3,310884,303.5976563,121,40,161,
3,314768,307.390625,108,32,140,
3,318646,311.1777344,132,32,164,
3,322532,314.9726563,106,35,141,
3,326410,318.7597656,114,46,160,
3,330284,322.5429688,1679,1608,3287,
3,334156,326.3242188,101,33,134,
3,338026,330.1035156,103,34,137,
3,341908,333.8945313,125,45,170,
3,345782,337.6777344,107,35,142,
3,349670,341.4746094,103,39,142,
3,353540,345.2539063,107,34,141,
3,357420,349.0429688,3453,3381,6834,
3,361300,352.8320313,108,34,142,
3,365170,356.6113281,859,789,1648,
3,369038,360.3886719,676,589,1265,
3,372908,364.1679688,817,717,1534,
3,376788,367.9570313,779,704,1483,
3,380678,371.7558594,669,578,1247,
3,384538,375.5253906,785,640,1425,
3,388432,379.328125,516,417,933,
3,392318,383.1230469,587,505,1092,
3,396192,386.90625,570,482,1052,
3,400074,390.6972656,654,584,1238,
3,403946,394.4785156,584,505,1089,
3,407816,398.2578125,512,422,934,
3,411686,402.0371094,544,448,992,
3,415580,405.8398438,724,626,1350,
3,419448,409.6171875,637,548,1185,
3,423332,413.4101563,505,414,919,
3,427216,417.203125,605,532,1137,
3,431086,420.9824219,671,590,1261,
3,434962,424.7675781,568,492,1060,BAn20m7 (iteration 3)
3,4662,4.552734375,47,19,66,
3,8546,8.345703125,42,12,54,
3,12422,12.13085938,48,19,67,
3,16306,15.92382813,50,16,66,
3,20194,19.72070313,68,20,88,
3,24072,23.5078125,48,19,67,
3,27946,27.29101563,48,19,67,
3,31818,31.07226563,60,21,81,
3,35696,34.859375,49,27,76,
3,39558,38.63085938,69,27,96,
3,43428,42.41015625,54,30,84,
3,47314,46.20507813,51,29,80,
3,51186,49.98632813,55,29,84,
3,55060,53.76953125,70,24,94,
3,58940,57.55859375,43,24,67,
3,62826,61.35351563,59,36,95,
3,66698,65.13476563,56,23,79,
3,70568,68.9140625,62,24,86,
3,74456,72.7109375,61,24,85,
3,78322,76.48632813,67,25,92,
3,82208,80.28125,82,29,111,
3,86080,84.0625,56,17,73,
3,89968,87.859375,58,30,88,
3,93842,91.64257813,111,68,179,
3,97714,95.42382813,63,39,102,
3,101586,99.20507813,1469,1428,2897,
3,105460,102.9882813,83,27,110,
3,109340,106.7773438,223,176,399,
3,113230,110.5761719,74,27,101,
3,117106,114.3613281,73,33,106,
3,120992,118.15625,93,37,130,
3,124874,121.9472656,72,21,93,
3,128746,125.7285156,85,32,117,
3,132612,129.5039063,69,20,89,
3,136488,133.2890625,68,22,90,
3,140352,137.0625,73,42,115,
3,144228,140.8476563,69,26,95,
3,148088,144.6171875,79,47,126,
3,151962,148.4003906,84,31,115,
3,155836,152.1835938,100,43,143,
3,159726,155.9824219,84,35,119,
3,163596,159.7617188,79,28,107,
3,167472,163.546875,789,735,1524,
3,171330,167.3144531,84,29,113,
3,175200,171.09375,90,43,133,
3,179074,174.8769531,89,32,121,
3,182960,178.671875,91,40,131,
3,186838,182.4589844,64,17,81,
3,190716,186.2460938,63,18,81,
3,194604,190.0429688,1294,1243,2537,
3,198474,193.8222656,69,17,86,
3,202350,197.6074219,85,20,105,
3,206238,201.4042969,69,21,90,
3,210104,205.1796875,69,17,86,
3,213978,208.9628906,69,16,85,
3,217854,212.7480469,85,32,117,
3,221738,216.5410156,78,19,97,
3,225614,220.3261719,554,502,1056,
3,229480,224.1015625,645,564,1209,
3,233356,227.8867188,83,29,112,
3,237232,231.671875,246,190,436,
3,241112,235.4609375,101,19,120,
3,244990,239.2480469,100,26,126,
3,248876,243.0429688,1470,1389,2859,
3,252740,246.8164063,117,32,149,
3,256634,250.6191406,136,62,198,
3,260518,254.4121094,96,34,130,
3,264404,258.2070313,100,33,133,
3,268264,261.9765625,94,31,125,
3,272154,265.7753906,93,32,125,
3,276020,269.5507813,1147,1066,2213,
3,279900,273.3398438,98,33,131,
3,283778,277.1269531,94,32,126,
3,287660,280.9179688,97,18,115,
3,291528,284.6953125,100,17,117,
3,295410,288.4863281,100,31,131,
3,299298,292.2832031,131,34,165,
3,303184,296.078125,145,54,199,
3,307066,299.8691406,442,367,809,
3,310940,303.6523438,134,54,188,
3,314814,307.4355469,136,50,186,
3,318686,311.2167969,130,42,172,
3,322562,315.0019531,830,726,1556,
3,326434,318.7832031,107,35,142,
3,330308,322.5664063,107,34,141,
3,334180,326.3476563,101,35,136,
3,338058,330.1347656,103,37,140,
3,341934,333.9199219,2391,2322,4713,
3,345826,337.7207031,112,41,153,
3,349714,341.5175781,109,36,145,
3,353590,345.3027344,126,54,180,
3,357472,349.09375,2649,2549,5198,
3,361342,352.8730469,109,32,141,
3,365208,356.6484375,686,616,1302,
3,369080,360.4296875,732,653,1385,
3,372954,364.2128906,666,593,1259,
3,376830,367.9980469,569,498,1067,
3,380716,371.7929688,618,530,1148,
3,384590,375.5761719,646,550,1196,
3,388468,379.3632813,510,426,936,
3,392348,383.1523438,507,415,922,
3,396234,386.9472656,501,412,913,
3,400108,390.7304688,602,512,1114,
3,403998,394.5292969,421,347,768,
3,407890,398.3300781,452,376,828,
3,411776,402.125,740,609,1349,
3,415648,405.90625,750,645,1395,
3,419528,409.6953125,521,445,966,
3,423418,413.4941406,505,428,933,
3,427308,417.2929688,515,425,940,
3,431200,421.09375,668,574,1242,
3,435080,424.8828125,568,478,1046,BAn20m7 (iteration 4)
3,4662,4.552734375,46,19,65,
3,8536,8.3359375,49,19,68,
3,12398,12.10742188,56,22,78,
3,16272,15.890625,54,23,77,
3,20152,19.6796875,51,19,70,
3,24018,23.45507813,67,34,101,
3,27890,27.23632813,52,19,71,
3,31770,31.02539063,62,20,82,
3,35642,34.80664063,65,41,106,
3,39514,38.58789063,54,32,86,
3,43402,42.38476563,55,25,80,
3,47292,46.18359375,56,23,79,
3,51160,49.9609375,55,24,79,
3,55038,53.74804688,57,23,80,
3,58914,57.53320313,53,23,76,
3,62786,61.31445313,68,44,112,
3,66674,65.11132813,50,30,80,
3,70544,68.890625,53,29,82,
3,74422,72.67773438,55,17,72,
3,78292,76.45703125,77,32,109,
3,82176,80.25,83,32,115,
3,86056,84.0390625,84,40,124,
3,89938,87.83007813,84,22,106,
3,93812,91.61328125,70,44,114,
3,97690,95.40039063,78,31,109,
3,101564,99.18359375,70,25,95,
3,105444,102.9726563,72,26,98,
3,109322,106.7597656,1329,1289,2618,
3,113198,110.5449219,58,18,76,
3,117086,114.3417969,53,17,70,
3,120956,118.1210938,63,17,80,
3,124842,121.9160156,76,17,93,
3,128714,125.6972656,60,17,77,
3,132582,129.4746094,83,27,110,
3,136464,133.265625,69,24,93,
3,140352,137.0625,74,13,87,
3,144222,140.8417969,84,38,122,
3,148090,144.6191406,85,34,119,
3,151956,148.3945313,96,33,129,
3,155830,152.1777344,93,38,131,
3,159700,155.9570313,88,34,122,
3,163586,159.7519531,89,33,122,
3,167442,163.5175781,89,41,130,
3,171316,167.3007813,83,37,120,
3,175182,171.0761719,75,28,103,
3,179064,174.8671875,80,32,112,
3,182936,178.6484375,82,32,114,
3,186812,182.4335938,74,17,91,
3,190696,186.2265625,1486,1426,2912,
3,194586,190.0253906,77,17,94,
3,198476,193.8242188,111,39,150,
3,202354,197.6113281,112,46,158,
3,206236,201.4023438,105,39,144,
3,210118,205.1933594,139,70,209,
3,213984,208.96875,129,45,174,
3,217864,212.7578125,134,47,181,
3,221726,216.5292969,1224,1151,2375,
3,225606,220.3183594,68,17,85,
3,229498,224.1191406,85,32,117,
3,233374,227.9042969,68,17,85,
3,237232,231.671875,92,33,125,
3,241112,235.4609375,84,28,112,
3,244978,239.2363281,84,19,103,
3,248866,243.0332031,87,25,112,
3,252738,246.8144531,1791,1738,3529,
3,256626,250.6113281,98,34,132,
3,260502,254.3964844,97,32,129,
3,264374,258.1777344,94,31,125,
3,268256,261.96875,103,35,138,
3,272148,265.7695313,126,49,175,
3,276042,269.5722656,1662,1578,3240,
3,279920,273.359375,79,19,98,
3,283786,277.1347656,123,52,175,
3,287658,280.9160156,107,37,144,
3,291532,284.6992188,132,33,165,
3,295406,288.4824219,164,35,199,
3,299292,292.2773438,111,33,144,
3,303180,296.0742188,437,367,804,
3,307050,299.8535156,116,55,171,
3,310928,303.640625,917,836,1753,
3,314794,307.4160156,102,34,136,
3,318660,311.1914063,100,27,127,
3,322554,314.9941406,100,35,135,
3,326414,318.7636719,103,34,137,
3,330282,322.5410156,1285,1220,2505,
3,334160,326.328125,99,19,118,
3,338030,330.1074219,101,39,140,
3,341904,333.890625,112,32,144,
3,345772,337.6679688,96,35,131,
3,349658,341.4628906,116,51,167,
3,353528,345.2421875,138,50,188,
3,357400,349.0234375,2073,1965,4038,
3,361270,352.8027344,2166,2106,4272,
3,365130,356.5722656,440,375,815,
3,369028,360.3789063,647,582,1229,
3,372904,364.1640625,615,497,1112,
3,376772,367.9414063,808,736,1544,
3,380644,371.7226563,542,465,1007,
3,384530,375.5175781,803,725,1528,
3,388404,379.3007813,793,714,1507,
3,392286,383.0917969,454,375,829,
3,396168,386.8828125,509,434,943,
3,400036,390.6601563,515,437,952,
3,403912,394.4453125,456,349,805,
3,407794,398.2363281,560,451,1011,
3,411668,402.0195313,485,386,871,
3,415534,405.7949219,454,380,834,
3,419406,409.5761719,204,132,336,
3,423270,413.3496094,464,386,850,
3,427146,417.1347656,732,652,1384,
3,431020,420.9179688,691,613,1304,
3,434888,424.6953125,722,635,1357,BAn20m7 (iteration 5)
3,4680,4.5703125,46,19,65,
3,8560,8.359375,57,20,77,
3,12444,12.15234375,67,35,102,
3,16320,15.9375,54,19,73,
3,20198,19.72460938,54,19,73,
3,24064,23.5,51,19,70,
3,27938,27.28320313,49,19,68,
3,31822,31.07617188,51,22,73,
3,35700,34.86328125,49,18,67,
3,39572,38.64453125,51,18,69,
3,43450,42.43164063,58,23,81,
3,47324,46.21484375,45,24,69,
3,51196,49.99609375,67,45,112,
3,55080,53.7890625,70,24,94,
3,58970,57.58789063,68,24,92,
3,62840,61.3671875,85,36,121,
3,66722,65.15820313,88,19,107,
3,70600,68.9453125,66,39,105,
3,74476,72.73046875,53,27,80,
3,78334,76.49804688,68,26,94,
3,82212,80.28515625,68,18,86,
3,86088,84.0703125,55,18,73,
3,89968,87.859375,52,17,69,
3,93844,91.64453125,49,16,65,
3,97710,95.41992188,52,17,69,
3,101586,99.20507813,56,17,73,
3,105452,102.9804688,68,19,87,
3,109324,106.7617188,84,26,110,
3,113194,110.5410156,69,22,91,
3,117072,114.328125,85,52,137,
3,120938,118.1035156,69,38,107,
3,124818,121.8925781,83,27,110,
3,128698,125.6816406,95,42,137,
3,132570,129.4628906,99,41,140,
3,136448,133.25,1624,1572,3196,
3,140330,137.0410156,467,410,877,
3,144234,140.8535156,169,119,288,
3,148092,144.6210938,84,26,110,
3,151976,148.4140625,80,27,107,
3,155842,152.1894531,168,113,281,
3,159722,155.9785156,58,16,74,
3,163590,159.7558594,84,51,135,
3,167476,163.5507813,69,23,92,
3,171350,167.3339844,903,852,1755,
3,175228,171.1210938,72,18,90,
3,179098,174.9003906,98,18,116,
3,182972,178.6835938,94,19,113,
3,186850,182.4707031,84,26,110,
3,190738,186.2675781,89,20,109,
3,194612,190.0507813,559,513,1072,
3,198486,193.8339844,84,27,111,
3,202368,197.625,84,33,117,
3,206240,201.40625,1073,999,2072,
3,210120,205.1953125,130,59,189,
3,214002,208.9863281,833,748,1581,
3,217880,212.7734375,89,33,122,
3,221750,216.5527344,94,37,131,
3,225628,220.3398438,100,32,132,
3,229506,224.1269531,127,50,177,
3,233384,227.9140625,116,39,155,
3,237264,231.703125,101,33,134,
3,241130,235.4785156,96,36,132,
3,244994,239.2519531,103,18,121,
3,248866,243.0332031,104,42,146,
3,252736,246.8125,138,54,192,
3,256634,250.6191406,117,43,160,
3,260502,254.3964844,815,727,1542,
3,264372,258.1757813,119,39,158,
3,268244,261.9570313,107,38,145,
3,272106,265.7285156,90,34,124,
3,275984,269.515625,100,31,131,
3,279874,273.3144531,113,46,159,
3,283750,277.0996094,92,32,124,
3,287632,280.890625,85,22,107,
3,291502,284.6699219,94,37,131,
3,295392,288.46875,325,261,586,
3,299284,292.2695313,181,122,303,
3,303162,296.0566406,374,311,685,
3,307054,299.8574219,111,38,149,
3,310926,303.6386719,246,181,427,
3,314798,307.4199219,105,37,142,
3,318690,311.2207031,100,32,132,
3,322562,315.0019531,102,17,119,
3,326430,318.7792969,102,40,142,
3,330310,322.5683594,100,35,135,
3,334204,326.3710938,2261,2191,4452,
3,338078,330.1542969,214,145,359,
3,341958,333.9433594,125,34,159,
3,345832,337.7265625,135,48,183,
3,349704,341.5078125,155,39,194,
3,353594,345.3066406,123,49,172,
3,357472,349.09375,105,34,139,
3,361346,352.8769531,108,33,141,
3,365228,356.6679688,1745,1677,3422,
3,369108,360.4570313,1771,1705,3476,
3,373006,364.2636719,1087,1000,2087,
3,376884,368.0507813,1265,1175,2440,
3,380766,371.8417969,1203,1111,2314,
3,384636,375.6210938,525,445,970,
3,388512,379.40625,710,628,1338,
3,392380,383.1835938,629,550,1179,
3,396256,386.96875,625,538,1163,
3,400130,390.7519531,555,466,1021,
3,403992,394.5234375,623,541,1164,
3,407860,398.3007813,520,444,964,
3,411732,402.0820313,684,594,1278,
3,415614,405.8730469,681,595,1276,
3,419488,409.65625,803,719,1522,
3,423358,413.4355469,644,566,1210,
3,427238,417.2246094,600,505,1105,
3,431106,421.0019531,577,493,1070,
3,434980,424.7851563,520,441,961,
3,438866,428.5800781,785,704,1489,
3,442744,432.3671875,665,577,1242,
3,446618,436.1503906,656,574,1230,
3,450492,439.9335938,581,465,1046,
3,454370,443.7207031,794,696,1490,
3,458242,447.5019531,728,631,1359,
3,462120,451.2890625,584,493,1077,
3,465996,455.0742188,567,469,1036,
3,469872,458.859375,618,535,1153,
3,473752,462.6484375,800,717,1517,
3,477636,466.4414063,616,519,1135,
3,481522,470.2363281,690,604,1294,
3,485400,474.0234375,932,813,1745,
3,489272,477.8046875,739,530,1269,
3,493148,481.5898438,745,553,1298,
3,497022,485.3730469,605,500,1105,
3,500894,489.1542969,543,440,983,
3,504772,492.9414063,583,469,1052,
3,508630,496.7089844,564,457,1021,
3,512506,500.4941406,631,525,1156,
3,516392,504.2890625,698,554,1252,
3,520264,508.0703125,622,526,1148,
3,524150,511.8652344,676,562,1238,
3,528014,515.6386719,734,566,1300,
3,531874,519.4082031,728,609,1337,
3,535756,523.1992188,699,577,1276,
3,539638,526.9902344,512,381,893,
3,543538,530.7988281,653,546,1199,
3,547424,534.59375,621,514,1135,
3,551308,538.3867188,553,459,1012,
3,555180,542.1679688,589,464,1053,
3,559060,545.9570313,672,564,1236,
3,562934,549.7402344,647,517,1164,BAn20m10 (iteration 1)
3,4668,4.55859375,54,25,79,
3,8538,8.337890625,62,25,87,
3,12416,12.125,47,12,59,
3,16290,15.90820313,49,19,68,
3,20156,19.68359375,50,19,69,
3,24014,23.45117188,64,19,83,
3,27888,27.234375,58,20,78,
3,31764,31.01953125,74,34,108,
3,35632,34.796875,68,18,86,
3,39510,38.58398438,71,19,90,
3,43390,42.37304688,66,26,92,
3,47258,46.15039063,74,52,126,
3,51134,49.93554688,52,31,83,
3,55012,53.72265625,57,31,88,
3,58876,57.49609375,81,37,118,
3,62758,61.28710938,59,29,88,
3,66630,65.06835938,86,39,125,
3,70498,68.84570313,83,38,121,
3,74360,72.6171875,82,37,119,
3,78250,76.41601563,74,28,102,
3,82132,80.20703125,67,27,94,
3,86018,84.00195313,58,25,83,
3,89894,87.78710938,68,29,97,
3,93764,91.56640625,61,24,85,
3,97628,95.33984375,68,29,97,
3,101514,99.13476563,65,26,91,
3,105394,102.9238281,63,25,88,
3,109266,106.7050781,71,27,98,
3,113150,110.4980469,68,31,99,
3,117024,114.28125,65,28,93,
3,120906,118.0722656,74,33,107,
3,124794,121.8691406,65,27,92,
3,128662,125.6464844,92,30,122,
3,132532,129.4257813,74,29,103,
3,136392,133.1953125,2538,2469,5007,
3,140282,136.9941406,164,121,285,
3,144150,140.7714844,264,220,484,
3,148026,144.5566406,99,57,156,
